央视卫视,#genre#

河南,#genre#
河南都市,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanDuShi
河南都市,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanDuShi
河南民生,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanMinSheng
河南民生,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanMinSheng
河南法治,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanFaZhi
河南法治,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanFaZhi
河南电视剧,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanDianShiJu
河南电视剧,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanDianShiJu
河南新闻,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanXinWen
河南新闻,http://live.dxhmt.cn:9081/tv/10825-1.m3u8
河南新闻,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanXinWen
河南公共,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanGongGong
河南公共,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanGongGong
河南乡村,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanXiangCun
河南乡村,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanXiangCun
河南乡村,http://v4d.xiepeiru.top:1123/iptv/hm/HeNanXiangCun
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
汝阳综合,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
沈丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
武术世界,http://live.dxhmt.cn:9080/live/yshnpre.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
淅川电视,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
叶县电视一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8

河北,#genre#
河北经济,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=jjsh
河北农民,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=nmpd
河北都市,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=hbds
河北影视,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=hbys
河北少儿科技,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=sekj
河北公共,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=hbgg
河北三家购物,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/hebei.php?id=sjgw
衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8
霸州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
霸州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少儿,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
永清综合,http://60.10.203.69:8000/0.m3u8
永清影视,http://60.10.203.69:8000/4.m3u8
邢台综合频道,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8?zhebd
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8

重庆,#genre#
重庆万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
重庆万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
重庆荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
重庆荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
重庆垫江综合,http://tvbox6.icu/tv/quklive.php?id=1
重庆垫江综合,http://tvbox6.icu/tv/quklive.php?id=1
重庆铜梁综合频道,http://183.64.174.171:40123/ch1.m3u8
重庆铜梁综合频道,http://183.64.174.171:40123/ch1.m3u8
重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆璧山综合,http://222.179.42.129:8181/hls1.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
重庆精彩导视,http://zbxclive.cbg.cn:1935/app_2/ls_105.stream/playlist.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州最万州,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
万州最万州,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
璧山综合频道,http://222.179.42.129:8181/hls1.m3u8
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8

四川,#genre#
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
成都新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv1
成都新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv1
成都经济资讯,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv2
成都经济资讯,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv2
成都都市生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv3
成都都市生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv3
成都影视文艺,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv4
成都影视文艺,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv4
成都公共频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv5
成都公共频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv5
成都少儿频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv6
成都少儿频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdtv6
成都蓉城频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdrcxf
成都蓉城频道,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cdrcxf
成都成华,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=chyx
成都成华,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=chyx
成都崇州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cztv
成都崇州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=cztv
成都都江堰,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=djytv
成都都江堰,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=djytv
成都大邑,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=dyxwzh
成都大邑,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=dyxwzh
成都高新,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=gxtv
成都高新,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=gxtv
成都锦江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jjtv
成都锦江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jjtv
成都金牛,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jntv
成都金牛,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jntv
成都金堂,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jttv
成都金堂,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jttv
成都简阳,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jyxwzh
成都简阳,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=jyxwzh
成都龙泉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=lqzh
成都龙泉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=lqzh
成都郫都,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pdxwzh
成都郫都,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pdxwzh
成都蒲江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pjtv
成都蒲江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pjtv
成都彭州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pztv
成都彭州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=pztv
成都青白江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qbjtv
成都青白江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qbjtv
成都邛崃,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qltv
成都邛崃,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qltv
成都青羊,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qytv
成都青羊,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=qytv
成都双流,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=slzh
成都双流,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=slzh
成都武侯,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=whtv
成都武侯,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=whtv
成都温江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=wjtv
成都温江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=wjtv
成都新都,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=xdtv
成都新都,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=xdtv
成都新津,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=xjtv
成都新津,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/chengdu.php?id=xjtv
广安新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gatv1
广安新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gatv1
广安新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gatv1
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安文旅乡村,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gatv2
广安文旅乡村,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gatv2
广安华蓥,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gahy
广安华蓥,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gahy
广安武胜,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gaws
广安武胜,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gaws
广安邻水,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gals
广安邻水,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gals
广安岳池,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gayc
广安岳池,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangan.php?id=gayc
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
达州新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztv1
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztv1
达州新闻综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztv1
达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
自贡综合频道,http://110.189.153.160:1001/zhpd.flv
自贡公共频道,http://110.189.153.160:1002/ggpd.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
双流综合频道,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川乡村频道,http://139.203.180.9:90/live/jcxc.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
马尔康综合频道,http://live.zmmek.com:90/live/zhxw.m3u8
利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
青神综合频道,http://lmt.scqstv.com/live1/live1.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
雷波综合频道,http://lbzb.yd-data.com/live/0000.flv
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
武胜综合频道,http://live2.gatv.com.cn:86/live/WS.m3u8
三台电视一套,http://125.65.94.91:12351/live
三台电视二套,http://125.65.94.91:12353/live
达州文化生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztv2
达州文化生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztv2
达州通川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztc
达州通川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dztc
达州达川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzdc
达州达川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzdc
达州宣汉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzxh
达州宣汉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzxh
达州开江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzkj
达州开江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzkj
达州渠县,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzqx
达州渠县,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzqx
达州大竹,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzdz
达州大竹,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/dazhou.php?id=dzdz
绵阳综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mytv1
绵阳综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mytv1
绵阳科技,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mytv2
绵阳科技,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mytv2
绵阳江油,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myjy
绵阳江油,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myjy
绵阳三台,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myst
绵阳三台,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myst
绵阳盐亭,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myyt
绵阳盐亭,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myyt
绵阳梓潼,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myzt
绵阳梓潼,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myzt
绵阳北川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mybc
绵阳北川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mybc
绵阳平武,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mypw
绵阳平武,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=mypw
绵阳安州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myaz
绵阳安州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/mianyang.php?id=myaz
乐山综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lstv1
乐山综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lstv1
乐山文旅,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lstv2
乐山文旅,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lstv2
乐山峨眉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsem
乐山峨眉,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsem
乐山沙湾,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lssw
乐山沙湾,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lssw
乐山井研,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjy
乐山井研,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjy
乐山夹江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjj
乐山夹江,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjj
乐山金口河,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjkh
乐山金口河,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsjkh
乐山犍为,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsqw
乐山犍为,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsqw
乐山沐川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsmc
乐山沐川,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lsmc
乐山峨边,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lseb
乐山峨边,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/leshan.php?id=lseb
广元综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gytv1
广元综合,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gytv1
广元文化生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gytv2
广元文化生活,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gytv2
广元朝天,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gyct
广元朝天,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gyct
广元利州,http://cqshushu.us.kg:2086/公众号【医工学习日志】/四川/guangyuan.php?id=gylz
